Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included Brazil,Price,Compare At Price,Included International,Price International,Compare At Price International,Status
Zapatillas Femeninas Ogilá,"<p><strong>Zapatillas Femeninas Ogilá</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Ogilá</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Ogilá,,True,Cor,Rosa,Tamanho,35,,,VWLryJDxL,0.0,,continue,manual,189.0,,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/dfe116c800c0b8c047e274187d3bdf7b.jpg?v=1702297053,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/41dd26ffbfa63cc4999fbdf4b62a3f39.jpg?v=1702297053,kg,,,True,,,True,,,active
Zapatillas Femeninas Ogilá,"<p><strong>Zapatillas Femeninas Ogilá</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Ogilá</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Ogilá,,True,Cor,Rosa,Tamanho,36,,,4ROG6vO3a,0.0,,continue,manual,189.0,,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/dfe116c800c0b8c047e274187d3bdf7b.jpg?v=1702297053,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/41dd26ffbfa63cc4999fbdf4b62a3f39.jpg?v=1702297053,kg,,,True,,,True,,,active
Zapatillas Femeninas Ogilá,"<p><strong>Zapatillas Femeninas Ogilá</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Ogilá</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Ogilá,,True,Cor,Rosa,Tamanho,37,,,cxn0xMYCg,0.0,,continue,manual,189.0,,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/dfe116c800c0b8c047e274187d3bdf7b.jpg?v=1702297053,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/41dd26ffbfa63cc4999fbdf4b62a3f39.jpg?v=1702297053,kg,,,True,,,True,,,active
Zapatillas Femeninas Ogilá,"<p><strong>Zapatillas Femeninas Ogilá</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Ogilá</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Ogilá,,True,Cor,Rosa,Tamanho,38,,,97BGSXTwo,0.0,,continue,manual,189.0,,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/dfe116c800c0b8c047e274187d3bdf7b.jpg?v=1702297053,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/41dd26ffbfa63cc4999fbdf4b62a3f39.jpg?v=1702297053,kg,,,True,,,True,,,active
Zapatillas Femeninas Ogilá,"<p><strong>Zapatillas Femeninas Ogilá</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Ogilá</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Ogilá,,True,Cor,Rosa,Tamanho,39,,,L2ibYVvyi,0.0,,continue,manual,189.0,,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/dfe116c800c0b8c047e274187d3bdf7b.jpg?v=1702297053,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/41dd26ffbfa63cc4999fbdf4b62a3f39.jpg?v=1702297053,kg,,,True,,,True,,,active
Zapatillas Femeninas Ogilá,"<p><strong>Zapatillas Femeninas Ogilá</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Ogilá</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Ogilá,,True,Cor,Rosa,Tamanho,40,,,ttVHH9acN,0.0,,continue,manual,189.0,,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/dfe116c800c0b8c047e274187d3bdf7b.jpg?v=1702297053,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/41dd26ffbfa63cc4999fbdf4b62a3f39.jpg?v=1702297053,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Preto,Tamanho,34,,,lFuXnfn8d,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/c4851d3a7bbbb98cc79203c896998a85.jpg?v=1702297043,1.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/c4851d3a7bbbb98cc79203c896998a85.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Preto,Tamanho,35,,,FhM9hqTKr,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/faa1fd4b39e46c0dbd4576568ce76899.jpg?v=1702297043,2.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/c4851d3a7bbbb98cc79203c896998a85.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Preto,Tamanho,36,,,l75JLo0rr,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b948bac99d60a0cff8ffc1dd26d27e0b.jpg?v=1702297043,3.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/c4851d3a7bbbb98cc79203c896998a85.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Preto,Tamanho,37,,,OfmcoNUOl,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/c4851d3a7bbbb98cc79203c896998a85.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Preto,Tamanho,38,,,NpKikJlub,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/c4851d3a7bbbb98cc79203c896998a85.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Preto,Tamanho,39,,,lIVco32vP,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/c4851d3a7bbbb98cc79203c896998a85.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Preto,Tamanho,40,,,iUOqN9824,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/c4851d3a7bbbb98cc79203c896998a85.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Roxo,Tamanho,34,,,FFWS2hxyi,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Roxo,Tamanho,35,,,7QCbxFhrD,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Roxo,Tamanho,36,,,HiTN5hy5W,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Roxo,Tamanho,37,,,wIE7FIQkq,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Roxo,Tamanho,38,,,l3Xl56BiK,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Roxo,Tamanho,39,,,Rekp5rR0D,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Roxo,Tamanho,40,,,yNPVIMvg5,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Cinza,Tamanho,34,,,uqUN3aLgr,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/faa1fd4b39e46c0dbd4576568ce76899.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Cinza,Tamanho,35,,,tJbeWVtsz,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/faa1fd4b39e46c0dbd4576568ce76899.jpg?v=1702297043,kg,,,True,,,True,,,active
Zapatillas Femeninas Yerdin,"<p><strong>Zapatillas Femeninas Yerdin</strong> es una excelente opción dentro de la categoría <em>Zapatillas Femeninas Yerdin</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Loja Exemplo Patrick Marques,,Zapatillas Femeninas Yerdin,,True,Cor,Cinza,Tamanho,36,,,JoWaVnTt9,0.0,,continue,manual,189.0,247.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/b132195bbabcd942664991d4e784b15c.jpg?v=1702297043,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/faa1fd4b39e46c0dbd4576568ce76899.jpg?v=1702297043,kg,,,True,,,True,,,active
